s0,s1,s2,s3,s4,s5,s6,s7,s8,action,reward,ns0,ns1,ns2,ns3,ns4,ns5,ns6,ns7,ns8,done,ret
0.0909,0.2,0.45,0.95,9.75,5.0,0.1282,3.125,0.0,2,-1.1295,0.0,0.2,0.45,0.95,1.0,5.0,0.1282,1.0,-0.0085,True,-1.1295
0.1613,0.2143,0.35,0.95,7.8,1.5714,0.1795,2.3,0.0,2,0.2,0.1613,0.2143,0.35,0.95,7.8,1.5714,0.1795,2.3,-0.0087,True,0.2
0.4524,0.1613,0.55,0.85,1.1579,1.0,0.3182,0.4474,0.1443,1,0.031,0.4048,0.1613,0.55,0.85,1.2941,1.0,0.3182,0.5,0.2779,False,0.221
0.7561,0.3125,0.7,0.7,0.3226,0.5,1.05,0.2097,1.0,0,0.0,0.7561,0.3125,0.7,0.7,0.3226,0.5,1.05,0.2097,1.0,False,0.0626
0.3231,0.3182,0.35,0.9,1.6667,1.25,0.1714,0.4048,0.1382,1,-0.0369,0.0923,0.3182,0.35,0.9,5.8333,1.25,0.1714,1.4167,0.2025,False,-0.0369
0.1864,0.0667,0.25,0.95,6.1818,5.0,0.1029,1.0455,0.0,2,-0.0356,0.0678,0.0667,0.25,0.95,17.0,5.0,0.1029,2.875,-0.0089,False,-0.0356
0.5,0.925,0.4,0.9,2.625,1.0,0.1667,0.6562,0.0,1,-0.0437,0.1875,0.925,0.4,0.9,7.0,1.0,0.1667,1.75,-0.0127,False,-1.1095
0.2667,0.0,0.5,0.85,2.6667,4.0,0.1875,0.875,0.0899,1,-0.02,0.1111,0.0,0.5,0.85,6.4,4.0,0.1875,2.1,0.1398,False,-0.02
0.087,0.0,0.45,0.95,35.0,1.2857,0.0857,4.25,0.0,2,-1.1696,0.0,0.0,0.45,0.95,1.0,1.2857,0.0857,1.0,-0.0989,True,-1.1696
0.2,0.5,0.35,0.95,6.75,1.0,0.1296,0.9375,-0.0087,1,-1.075,0.0,0.5,0.35,0.95,1.0,1.0,0.1296,1.0,-0.0962,True,-1.075
0.4571,0.6897,0.7,0.5,0.7812,0.5,0.58,0.1406,0.0,0,0.0214,0.4571,0.6897,0.7,0.5,0.625,0.5,0.725,0.1406,0.2478,False,0.53
0.2182,0.0,0.4,0.95,3.6667,5.0,0.1364,0.875,0.0,2,0.2,0.2182,0.0,0.4,0.95,3.6667,5.0,0.1364,0.875,-0.0173,True,0.2
0.1739,0.25,0.3,0.95,6.375,1.2,0.1373,1.4375,0.0,2,-1.1109,0.0,0.25,0.3,0.95,1.0,1.2,0.1373,1.0,-0.0219,True,-1.1109
0.2143,0.2727,0.25,0.95,10.3333,1.1,0.0968,1.5833,0.0,2,0.2,0.2143,0.2727,0.25,0.95,10.3333,1.1,0.0968,1.5833,0.0083,True,0.2
0.0952,0.2895,0.4,0.85,13.0,1.0,0.1154,1.375,-0.024,2,-0.0143,0.0476,0.2895,0.4,0.85,26.0,1.0,0.1154,2.75,-0.0378,False,-0.0143
0.1017,0.0,0.35,0.95,5.6667,1.5,0.1765,1.5833,0.0,2,0.2,0.1017,0.0,0.35,0.95,5.6667,1.5,0.1765,1.5833,0.0907,True,0.2
0.0444,0.34,0.65,0.8,0.5,1.0,8.5,2.25,0.3392,2,-1.1133,0.0,0.34,0.65,0.8,1.0,1.0,8.5,1.0,0.5666,True,-1.1133
0.3415,0.6,0.5,0.8,3.5714,1.3333,0.12,0.5357,0.0,1,-0.0171,0.1707,0.6,0.5,0.8,7.1429,1.3333,0.12,1.0714,0.0222,False,-0.0171
0.7632,0.5676,0.6,0.5,0.6034,1.5,0.3286,0.1121,0.0,0,-0.0158,0.7105,0.5676,0.6,0.5,0.6481,1.5,0.3286,0.1204,0.0021,False,0.0848
0.2182,0.5526,0.35,0.95,3.0,1.3333,0.1389,0.7917,0.0261,1,-1.0655,0.0,0.5526,0.35,0.95,1.0,1.3333,0.1389,1.0,0.0003,True,-1.0655
0.1562,0.7419,0.35,0.95,7.0,1.0,0.1714,1.7,-0.0693,2,0.2,0.1562,0.7419,0.35,0.95,7.0,1.0,0.1714,1.7,-0.0307,True,0.2
0.5833,0.75,0.45,0.85,2.2857,1.5,0.0938,0.3036,0.0,1,-0.0042,0.375,0.75,0.45,0.85,3.5556,1.5,0.0938,0.4722,-0.025,False,-0.9304
0.9649,0.6842,0.75,0.6,0.1273,0.9,1.9286,0.1,0.0,0,0.0263,0.9649,0.6842,0.75,0.6,0.0364,0.9,6.75,0.1,0.3517,False,0.0263
0.2703,0.7949,0.4,0.85,2.2,1.0,0.3182,0.55,0.1145,1,-1.1054,0.0,0.7949,0.4,0.85,1.0,1.0,0.3182,1.0,0.1479,True,-1.1054
0.1154,0.4286,0.35,0.9,9.6667,1.5,0.1034,1.25,-0.0015,2,-0.0173,0.0577,0.4286,0.35,0.9,19.3333,1.5,0.1034,2.5,0.0085,False,-0.0173
0.303,0.96,0.45,0.9,3.5,1.5,0.2,0.85,0.0,1,-1.1273,0.0,0.96,0.45,0.9,1.0,1.5,0.2,1.0,0.0215,True,-1.1273
0.6935,0.6667,0.6,0.65,0.2791,0.6667,1.0417,0.1512,0.4955,0,-0.0145,0.5,0.6667,0.6,0.65,0.0968,0.6667,4.1667,0.2097,0.9633,False,-0.0145
0.0204,0.1304,0.3,0.95,47.0,2.0,0.1489,9.5,0.0,2,-1.0245,0.0,0.1304,0.3,0.95,1.0,2.0,0.1489,1.0,0.0136,True,-1.0245
0.589,0.3333,0.6,0.55,0.0233,1.1667,14.5,0.0814,0.828,0,-0.0247,0.5068,0.3333,0.6,0.55,0.027,1.1667,14.5,0.0946,1.0,False,0.4425
0.2295,0.6444,0.6,0.7,0.0714,1.125,13.5,0.3214,0.7852,0,-0.5,0.0,0.6444,0.6,0.7,1.0,1.125,1.0,1.0,1.0,True,-0.5
0.2857,0.8,0.35,0.9,1.625,2.0,0.2308,0.5312,0.1611,1,-0.0464,0.0357,0.8,0.35,0.9,13.0,2.0,0.2308,4.25,0.2311,False,0.1436
0.5417,0.9459,0.6,0.7,0.3333,3.0,0.6538,0.0897,0.0,0,-0.0667,0.3194,0.9459,0.6,0.7,0.5652,3.0,0.6538,0.1522,-0.0713,False,0.5746
0.3733,0.4667,0.6,0.8,0.0357,1.1667,11.5,0.125,0.5787,0,0.476,0.2133,0.4667,0.6,0.8,0.0,1.1667,1.0,0.2188,0.9951,True,0.476
0.4167,0.7308,0.35,0.9,3.2,1.1667,0.1458,0.5667,0.0,1,0.0417,0.4167,0.7308,0.35,0.9,3.2,1.1667,0.1458,0.5667,0.1,False,-1.0587
0.6711,0.5,0.8,0.65,0.098,0.8,2.1,0.0882,0.1458,0,0.5158,0.6447,0.5,0.8,0.65,0.0,0.8,1.0,0.0918,0.6469,True,0.5158
0.1579,0.1481,0.45,0.95,4.7778,1.7143,0.1628,1.0556,0.0,2,-1.1158,0.0,0.1481,0.45,0.95,1.0,1.7143,0.1628,1.0,0.0106,True,-1.1158
0.4737,0.5143,0.55,0.6,0.3333,0.7778,1.125,0.1806,0.0,0,-0.0316,0.3684,0.5143,0.55,0.6,0.4286,0.7778,1.125,0.2321,0.0661,False,-0.0316
0.5294,0.6897,0.55,0.95,1.2222,1.0,0.1591,0.2083,0.0,1,0.0044,0.3676,0.6897,0.55,0.95,1.76,1.0,0.1591,0.3,0.101,False,-0.9744
0.0441,0.381,0.4,0.95,23.0,1.2,0.1014,2.8333,-0.0713,2,-1.0662,0.0,0.381,0.4,0.95,1.0,1.2,0.1014,1.0,-0.1544,True,-1.0662
0.383,0.8824,0.5,0.8,1.3333,1.0,0.25,0.4167,0.0,1,0.0064,0.2766,0.8824,0.5,0.8,1.8462,1.0,0.25,0.5769,0.1045,False,0.1964
0.12,0.3,0.35,0.95,25.3333,1.6,0.0789,4.1667,0.0,2,-1.072,0.0,0.3,0.35,0.95,1.0,1.6,0.0789,1.0,-0.0727,True,-1.072
0.1429,0.0,0.45,0.95,11.75,1.2857,0.1489,2.375,0.0,2,-1.075,0.0,0.0,0.45,0.95,1.0,1.2857,0.1489,1.0,0.0432,True,-1.075
0.5147,0.425,0.55,0.95,1.2571,2.0,0.1136,0.2143,0.0866,1,-0.0279,0.25,0.425,0.55,0.95,2.5882,2.0,0.1136,0.4412,0.1644,False,-1.0259
0.1429,0.1739,0.3,0.9,12.0,6.0,0.1458,2.625,0.0,2,0.2,0.1429,0.1739,0.3,0.9,12.0,6.0,0.1458,2.625,0.0318,True,0.2
0.4906,0.6279,0.65,0.6,0.6154,1.0,0.5312,0.1731,0.0,0,0.0,0.4906,0.6279,0.65,0.6,0.6154,1.0,0.5312,0.1731,0.2897,False,0.0
0.9403,0.9565,0.6,0.5,0.2222,1.0,1.0357,0.0556,0.0,0,0.0,0.9254,0.9565,0.6,0.5,0.2097,1.0,1.1154,0.0565,0.3046,False,0.0
0.7297,0.5714,0.85,0.6,0.2963,2.0,0.9062,0.0833,0.416,0,0.1297,0.527,0.5714,0.85,0.6,0.1538,2.0,2.4167,0.1154,0.8605,False,0.1027
0.2182,0.8889,0.4,0.85,2.0833,1.2,0.24,0.7083,0.0,1,-1.0709,0.0,0.8889,0.4,0.85,1.0,1.2,0.24,1.0,0.0895,True,-1.0709
0.7073,0.7576,0.65,0.55,0.1379,1.2222,2.375,0.1207,0.7032,0,0.5146,0.3415,0.7576,0.65,0.55,0.0,1.2222,1.0,0.25,1.0,True,0.5146
0.4464,0.6,0.35,0.85,1.4,1.2,0.2,0.3,0.1116,1,0.0286,0.3929,0.6,0.35,0.85,1.5909,1.2,0.2,0.3409,0.2125,False,-0.0053
0.4,0.0,0.6,0.75,1.5,1.2857,0.5208,0.2812,1.0,0,-0.0375,0.275,0.0,0.6,0.75,2.1818,1.2857,0.5208,0.4091,1.0,False,-0.0375
0.925,0.881,0.65,0.75,0.7838,0.5,0.431,0.0946,0.4189,0,-0.0375,0.525,0.881,0.65,0.75,0.8571,0.5,0.6944,0.1667,0.7793,False,-0.0375
0.7808,0.7368,0.7,0.65,0.3333,0.9,0.5,0.0614,0.1549,0,0.0164,0.7808,0.7368,0.7,0.65,0.2632,0.9,0.6333,0.0614,0.5032,False,0.4719
0.4717,0.6341,0.6,0.55,0.76,0.875,0.6579,0.14,0.1011,0,-0.0736,0.2075,0.6341,0.6,0.55,1.6364,0.875,0.6944,0.3182,0.2329,False,-0.0736
0.04,0.0435,0.55,0.95,25.0,4.0,0.1,4.75,0.0235,2,-1.048,0.0,0.0435,0.55,0.95,1.0,4.0,0.1,1.0,-0.013,True,-1.048
0.2264,0.5,0.45,0.85,5.4167,1.1,0.1077,0.7083,-0.0141,1,0.0226,0.2264,0.5,0.45,0.85,5.4167,1.1,0.1077,0.7083,-0.0197,False,0.2138
0.0455,0.0,0.45,0.8,12.0,2.0,0.2917,4.75,0.2277,2,0.2,0.0455,0.0,0.45,0.8,12.0,2.0,0.2917,4.75,0.3296,True,0.2
0.4545,0.6667,0.55,0.95,1.32,1.1667,0.2121,0.26,0.0,1,0.0291,0.4,0.6667,0.55,0.95,1.5,1.1667,0.2121,0.2955,0.0218,False,0.0025
0.8103,0.7143,0.7,0.75,0.4894,0.9,0.3696,0.0957,0.0,0,0.0517,0.8103,0.7143,0.7,0.75,0.2766,0.9,0.6538,0.0957,0.432,False,0.091
0.881,0.625,0.6,0.7,0.0541,1.5,5.75,0.1216,0.2843,0,0.5214,0.881,0.625,0.6,0.7,0.0,1.5,1.0,0.1216,0.7762,True,0.5214
0.8116,0.76,0.75,0.55,0.2857,3.0,0.7812,0.0804,0.0,0,0.0,0.8116,0.76,0.75,0.55,0.2857,3.0,0.7812,0.0804,0.1642,False,0.5369
0.2903,0.5294,0.55,0.75,0.8889,1.125,0.4375,0.3056,0.1726,1,0.0145,0.2419,0.5294,0.55,0.75,1.0667,1.125,0.4375,0.3667,0.321,False,0.1766
0.1311,0.0323,0.5,0.95,5.625,1.0,0.1556,0.8125,-0.1061,2,-1.1033,0.0,0.0323,0.5,0.95,1.0,1.0,0.1556,1.0,-0.1792,True,-1.1033
0.925,0.5,0.8,0.55,0.1892,1.0,1.7857,0.1216,0.0,0,0.575,0.85,0.5,0.8,0.55,0.0,1.0,1.0,0.1324,0.672,True,0.575
0.2258,0.4,0.3,0.95,7.2857,1.3333,0.1373,1.2143,-0.0511,1,-1.1742,0.0,0.4,0.3,0.95,1.0,1.3333,0.1373,1.0,-0.1215,True,-1.1742
0.6712,0.3636,0.6,0.55,0.2041,1.1667,1.15,0.1327,0.6595,0,0.0,0.6712,0.3636,0.6,0.55,0.2041,1.1667,1.15,0.1327,0.7935,False,0.0
0.4706,0.4118,0.4,0.75,0.625,1.0,0.3,0.2656,0.0,1,-0.0015,0.3088,0.4118,0.4,0.75,0.9524,1.0,0.3,0.4048,0.1276,False,0.0219
0.25,0.8182,0.5,0.8,4.4167,1.6,0.1321,0.5417,0.0,1,0.025,0.25,0.8182,0.5,0.8,4.4167,1.6,0.1321,0.5417,0.0687,False,-0.0126
0.0811,0.2143,0.45,0.95,13.3333,1.625,0.175,3.5,0.0,2,-1.1459,0.0,0.2143,0.45,0.95,1.0,1.625,0.175,1.0,-0.0275,True,-1.1459
0.1316,0.7368,0.5,0.95,7.4,1.2857,0.1892,1.3,0.0881,2,0.2,0.1316,0.7368,0.5,0.95,7.4,1.2857,0.1892,1.3,0.192,True,0.2
0.2239,0.4839,0.35,0.9,3.2,1.2,0.1042,0.5,0.0692,1,0.0224,0.2239,0.4839,0.35,0.9,3.2,1.2,0.1042,0.5,0.1361,False,-0.9403
0.1429,0.1667,0.4,0.95,4.8571,1.375,0.2059,1.6429,0.0,2,-1.1224,0.0,0.1667,0.4,0.95,1.0,1.375,0.2059,1.0,0.0099,True,-1.1224
0.1224,0.25,0.35,0.95,4.0,1.75,0.2917,1.0833,0.0827,2,-1.0673,0.0,0.25,0.35,0.95,1.0,1.75,0.2917,1.0,0.1776,True,-1.0673
0.46,0.6875,0.6,0.7,0.2609,2.0,1.75,0.1522,0.3281,0,0.0,0.46,0.6875,0.6,0.7,0.2609,2.0,1.75,0.1522,0.5233,False,0.0
0.8214,0.8333,0.6,0.8,0.5652,1.0,0.3269,0.0978,0.0,0,-0.0214,0.7321,0.8333,0.6,0.8,0.6098,1.0,0.34,0.1098,0.1149,False,-0.0214
0.0303,0.7179,0.45,0.8,13.5,1.0,0.1852,4.25,-0.0143,2,0.2,0.0303,0.7179,0.45,0.8,13.5,1.0,0.1852,4.25,0.0123,True,0.2
0.5758,0.439,0.5,0.7,0.1053,0.5,2.875,0.0921,1.0,0,0.0,0.5758,0.439,0.5,0.7,0.1053,0.5,2.875,0.0921,1.0,False,0.0
0.2,0.0938,0.65,0.7,0.2667,0.7778,3.375,0.3,1.0,0,-0.004,0.1867,0.0938,0.65,0.7,0.2857,0.7778,3.375,0.3214,1.0,False,-0.004
0.7571,0.4643,0.65,0.65,0.3019,1.3333,0.6562,0.0849,0.423,0,-0.0043,0.7429,0.4643,0.65,0.65,0.3077,1.3333,0.6562,0.0865,0.5851,False,-0.0043
0.85,0.5135,0.55,0.7,0.0882,1.2857,1.9167,0.0662,0.0,0,0.0075,0.85,0.5135,0.55,0.7,0.0588,1.2857,2.875,0.0662,0.3245,False,0.6642
0.65,0.6458,0.8,0.55,0.3077,1.0,1.2083,0.0897,0.0,0,0.0,0.65,0.6458,0.8,0.55,0.3077,1.0,1.2083,0.0897,0.0817,False,0.4322
0.7209,0.5111,0.55,0.55,0.8065,1.0,0.54,0.1452,0.0,0,0.0,0.7209,0.5111,0.55,0.55,0.8065,1.0,0.54,0.1452,-0.0244,False,0.0729
0.3818,0.7857,0.35,0.9,2.381,1.0,0.14,0.4048,0.0196,1,0.0109,0.2909,0.7857,0.35,0.9,3.125,1.0,0.14,0.5312,0.0065,False,-1.0117
0.3714,0.3889,0.4,0.75,1.5385,2.5,0.125,0.3269,0.0,1,0.0371,0.3714,0.3889,0.4,0.75,1.5385,2.5,0.125,0.3269,0.1184,False,-0.0283
0.0323,0.0714,0.25,0.95,44.0,1.1,0.1591,9.5,0.0,2,0.2,0.0323,0.0714,0.25,0.95,44.0,1.1,0.1591,9.5,0.0565,True,0.2
0.3433,0.4375,0.45,0.95,2.3043,1.0,0.0943,0.3696,0.0771,1,-0.0284,0.1343,0.4375,0.45,0.95,5.8889,1.0,0.0943,0.9444,0.0848,False,0.145
0.0755,0.8,0.5,0.8,12.25,1.0,0.1429,1.875,-0.0208,2,-0.017,0.0189,0.8,0.5,0.8,49.0,1.0,0.1429,7.5,-0.0383,False,-0.017
0.25,0.2821,0.5,0.9,5.2222,1.2857,0.1489,0.8333,0.1232,1,0.0167,0.2222,0.2821,0.5,0.9,5.875,1.2857,0.1489,0.9375,0.1827,False,0.0167
0.519,0.7317,0.65,0.65,0.3659,1.2,0.5667,0.1098,0.37,0,0.0,0.519,0.7317,0.65,0.65,0.3659,1.2,0.5667,0.1098,0.496,False,0.0
0.1613,0.0,0.4,0.85,2.7,2.0,0.2222,0.65,0.2654,2,-1.0871,0.0,0.0,0.4,0.85,1.0,2.0,0.2222,1.0,0.2856,True,-1.0871
0.1471,0.0667,0.4,0.95,8.2,1.5,0.1707,2.5,0.0,2,0.2,0.1471,0.0667,0.4,0.95,8.2,1.5,0.1707,2.5,0.0703,True,0.2
0.3469,0.2692,0.5,0.95,1.5294,2.0,0.2308,0.4412,0.0,1,-0.0204,0.1633,0.2692,0.5,0.95,3.25,2.0,0.2308,0.9375,0.075,False,-1.0227
0.087,0.5517,0.55,0.95,5.1667,2.5,0.2258,1.25,0.1084,2,-1.0391,0.0,0.5517,0.55,0.95,1.0,2.5,0.2258,1.0,0.1951,True,-1.0391
0.5303,0.4054,0.55,0.75,0.0286,1.25,8.5,0.1286,0.7347,0,-0.0045,0.5152,0.4054,0.55,0.75,0.0294,1.25,8.5,0.1324,1.0,False,-0.0045
0.4286,0.6667,0.4,0.95,1.4286,1.2,0.2,0.3571,0.0,1,-0.0796,0.0204,0.6667,0.4,0.95,30.0,1.2,0.2,7.5,0.0697,False,-1.0935
0.2424,0.6316,0.3,0.95,5.25,1.3333,0.1667,1.1875,0.0037,1,-1.1727,0.0,0.6316,0.3,0.95,1.0,1.3333,0.1667,1.0,-0.0654,True,-1.1727
0.1471,0.25,0.5,0.95,8.8,1.4444,0.1591,1.5,0.0,2,0.2,0.1471,0.25,0.5,0.95,8.8,1.4444,0.1591,1.5,0.0421,True,0.2
0.5932,0.0811,0.6,0.6,0.4571,1.5,0.7812,0.1571,0.7578,0,-0.0305,0.4915,0.0811,0.6,0.6,0.5517,1.5,0.7812,0.1897,1.0,False,-0.0305
0.7375,0.303,0.5,0.7,0.1186,1.4,2.0714,0.0763,0.3486,0,-0.015,0.6375,0.303,0.5,0.7,0.0588,1.4,4.8333,0.0882,0.7698,False,0.4565
0.2333,0.1538,0.5,0.95,4.8571,3.0,0.1471,1.7857,0.0,2,0.2,0.2333,0.1538,0.5,0.95,4.8571,3.0,0.1471,1.7857,0.0645,True,0.2
0.0741,0.1364,0.35,0.95,30.5,2.0,0.1148,5.75,0.0,2,0.2,0.0741,0.1364,0.35,0.95,30.5,2.0,0.1148,5.75,0.0146,True,0.2
0.9359,0.4615,0.65,0.6,0.1233,1.0,1.2778,0.089,0.2189,0,0.1808,0.9359,0.4615,0.65,0.6,0.0137,1.0,11.5,0.089,0.7735,False,0.8019
0.05,0.7368,0.35,0.95,9.6667,2.0,0.2414,2.5,0.1254,2,-1.085,0.0,0.7368,0.35,0.95,1.0,2.0,0.2414,1.0,0.1758,True,-1.085
0.4898,0.2353,0.35,0.75,2.2083,1.0,0.1132,0.3542,0.0362,1,0.0061,0.3469,0.2353,0.35,0.75,3.1176,1.0,0.1132,0.5,0.0295,False,0.0061
0.16,0.1053,0.5,0.95,8.5,1.4,0.1471,2.375,0.0,2,0.2,0.16,0.1053,0.5,0.95,8.5,1.4,0.1471,2.375,0.0338,True,0.2
0.1094,0.1842,0.6,0.8,2.0,3.0,0.8214,0.9286,0.5931,2,0.0,0.1094,0.1842,0.6,0.8,2.0,3.0,0.8214,0.9286,0.721,False,0.19
0.2683,0.2,0.4,0.75,2.7273,1.0,0.2333,0.7727,0.1527,1,-0.0098,0.1463,0.2,0.4,0.75,5.0,1.0,0.2333,1.4167,0.2689,False,-0.9727
0.25,0.1667,0.4,0.95,15.4,1.2,0.0649,2.3,0.0,2,-1.24,0.0,0.1667,0.4,0.95,1.0,1.2,0.0649,1.0,-0.17,True,-1.24
0.1915,1.0,0.45,0.95,6.3333,1.2222,0.1228,0.8333,0.0,1,-1.0638,0.0,1.0,0.45,0.95,1.0,1.2222,0.1228,1.0,-0.0819,True,-1.0638
0.9259,0.8,0.6,0.65,0.26,0.6667,0.8077,0.09,0.1197,0,0.2111,0.9074,0.8,0.6,0.65,0.0204,0.6667,10.5,0.0918,0.7591,False,0.2111
0.2439,0.5556,0.4,0.95,3.4,1.4286,0.1471,0.75,0.1778,1,0.0098,0.1951,0.5556,0.4,0.95,4.25,1.4286,0.1471,0.9375,0.3014,False,0.0098
0.1071,0.0625,0.4,0.95,16.3333,2.0,0.102,2.8333,0.0,2,-1.2679,0.0,0.0625,0.4,0.95,1.0,2.0,0.102,1.0,-0.0861,True,-1.2679
0.3243,0.0,0.45,0.8,3.75,1.3333,0.1333,0.625,-0.0331,1,-1.1216,0.0,0.0,0.45,0.8,1.0,1.3333,0.1333,1.0,-0.1027,True,-1.1216
0.7857,0.8571,0.75,0.75,0.5273,0.3333,0.3621,0.0818,0.0,0,0.0043,0.7857,0.8571,0.75,0.75,0.5091,0.3333,0.375,0.0818,0.1313,False,-0.0242
0.0476,0.125,0.55,0.95,39.0,2.0,0.1538,8.5,0.0,2,-1.2571,0.0,0.125,0.55,0.95,1.0,2.0,0.1538,1.0,-0.1388,True,-1.2571
0.575,0.9773,0.5,0.7,0.8696,1.4,0.675,0.2391,0.0,0,0.0,0.575,0.9773,0.5,0.7,0.8696,1.4,0.675,0.2391,0.0537,False,-0.1032
0.4516,0.8649,0.3,0.9,1.9286,1.125,0.2593,0.6786,0.0,1,0.0161,0.3548,0.8649,0.3,0.9,2.4545,1.125,0.2593,0.8636,0.1025,False,0.0498
0.5614,0.375,0.55,0.95,1.0625,1.3333,0.2059,0.2031,0.1264,1,0.0509,0.5439,0.375,0.55,0.95,1.0968,1.3333,0.2059,0.2097,0.2765,False,0.0559
0.4074,0.8276,0.65,0.45,0.1818,1.1111,3.125,0.2955,0.2708,0,-0.0778,0.1481,0.8276,0.65,0.45,0.5,1.1111,3.125,0.8125,0.4133,False,0.4288
0.9831,0.6875,0.7,0.75,0.4655,1.0,0.4259,0.0948,0.0,0,0.0051,0.9831,0.6875,0.7,0.75,0.4483,1.0,0.4423,0.0948,0.24,False,0.0292
0.5909,0.6471,0.75,0.65,0.5,2.0,0.7308,0.1346,0.0,0,0.0,0.5909,0.6471,0.75,0.65,0.5,2.0,0.7308,0.1346,0.1376,False,0.5786
0.3429,0.9355,0.45,0.8,3.25,1.1429,0.1282,0.5417,0.0,1,0.0343,0.3429,0.9355,0.45,0.8,3.25,1.1429,0.1282,0.5417,0.0412,False,-0.9386
0.1277,0.2632,0.4,0.9,10.6667,1.2857,0.0781,1.25,0.0,2,-1.0511,0.0,0.2632,0.4,0.9,1.0,1.2857,0.0781,1.0,-0.0755,True,-1.0511
0.3559,1.0,0.3,0.95,1.7143,1.25,0.1389,0.2619,0.0,1,0.0203,0.3051,1.0,0.3,0.95,2.0,1.25,0.1389,0.3056,0.0581,False,0.0403
0.2368,0.0333,0.45,0.95,6.0,1.4286,0.1111,1.1667,0.0,2,0.2,0.2368,0.0333,0.45,0.95,6.0,1.4286,0.1111,1.1667,0.0355,True,0.2
0.1091,0.0,0.4,0.95,6.8333,1.125,0.1707,1.75,0.0235,2,-1.1036,0.0,0.0,0.4,0.95,1.0,1.125,0.1707,1.0,-0.0212,True,-1.1036
0.2143,0.8125,0.55,0.75,1.6667,1.25,0.7,0.6111,0.3732,0,0.0,0.2143,0.8125,0.55,0.75,1.6667,1.25,0.7,0.6111,0.314,False,0.0
0.1754,0.0625,0.3,0.95,2.0,1.5,0.3,0.75,0.0879,2,-0.0263,0.0877,0.0625,0.3,0.95,4.0,1.5,0.3,1.5,0.1758,False,-1.0363
0.7273,0.7959,0.85,0.45,0.125,0.5,2.875,0.1406,0.0,0,0.5955,0.7273,0.7959,0.85,0.45,0.0,0.5,1.0,0.1406,0.5296,True,0.5955
0.3636,0.4706,0.65,0.75,0.6429,1.0,0.5833,0.125,0.0614,0,0.0545,0.3636,0.4706,0.65,0.75,0.1429,1.0,2.625,0.125,0.6281,False,0.0545
0.0312,0.2,0.25,0.95,61.0,1.2857,0.0984,9.5,0.0,2,-1.0938,0.0,0.2,0.25,0.95,1.0,1.2857,0.0984,1.0,-0.0519,True,-1.0938
1.0,1.0,0.8,0.5,0.2174,2.0,0.85,0.0761,0.0,0,0.5783,0.9783,1.0,0.8,0.5,0.0,2.0,1.0,0.0778,0.6928,True,0.5783
0.2273,0.7857,0.4,0.85,3.1,1.1,0.1613,0.85,0.0,1,-1.1023,0.0,0.7857,0.4,0.85,1.0,1.1,0.1613,1.0,0.068,True,-1.1023
0.1071,0.0769,0.25,0.95,10.0,2.5,0.0833,1.75,0.0,2,-1.075,0.0,0.0769,0.25,0.95,1.0,2.5,0.0833,1.0,-0.0463,True,-1.075
0.2545,0.3953,0.65,0.6,0.7857,1.25,0.8636,0.3929,0.2725,0,0.6164,0.1091,0.3953,0.65,0.6,0.0,1.25,1.0,0.9167,0.7724,True,0.6164
0.1143,0.1538,0.45,0.95,16.25,1.25,0.1077,1.875,0.0,2,0.2,0.1143,0.1538,0.45,0.95,16.25,1.25,0.1077,1.875,0.0217,True,0.2
0.1765,0.35,0.4,0.9,3.0,1.3,0.1944,0.875,-0.0451,2,0.0,0.1765,0.35,0.4,0.9,3.0,1.3,0.1944,0.875,-0.0417,False,0.0
0.35,0.7333,0.6,0.75,1.7143,1.125,0.25,0.6071,0.1429,1,-0.0475,0.075,0.7333,0.6,0.75,8.0,1.125,0.25,2.8333,0.1658,False,-0.0475
0.5946,0.5625,0.4,0.9,1.2273,2.0,0.1852,0.4318,0.0,1,-0.0054,0.3784,0.5625,0.4,0.9,1.9286,2.0,0.1852,0.6786,0.1096,False,0.0023
0.0213,0.2727,0.5,0.95,37.0,1.0,0.1892,9.5,0.1808,2,0.2,0.0213,0.2727,0.5,0.95,37.0,1.0,0.1892,9.5,0.2936,True,0.2
0.1774,0.1944,0.6,0.8,3.0,1.0,0.2121,0.9545,-0.0436,2,0.2,0.1774,0.1944,0.6,0.8,3.0,1.0,0.2121,0.9545,-0.0291,True,0.2
0.5882,0.55,0.3,0.8,2.0,1.5,0.125,0.425,0.1382,1,-0.0294,0.2941,0.55,0.3,0.8,4.0,1.5,0.125,0.85,0.1882,False,0.0181
0.4559,0.6875,0.55,0.7,0.4516,0.875,0.9643,0.2097,0.008,0,0.6544,0.2353,0.6875,0.55,0.7,0.0,0.875,1.0,0.4062,0.5998,True,0.6544
0.1,0.1429,0.25,0.95,28.5,2.0,0.0877,4.75,0.0,2,-1.27,0.0,0.1429,0.25,0.95,1.0,2.0,0.0877,1.0,-0.179,True,-1.27
0.36,0.5294,0.45,0.85,1.6667,1.0,0.1667,0.4167,0.0,1,-0.042,0.1,0.5294,0.45,0.85,6.0,1.0,0.1667,1.5,0.0779,False,-0.042
0.3971,0.4483,0.35,0.95,1.0741,1.1429,0.1724,0.3148,0.0,1,0.0044,0.2794,0.4483,0.35,0.95,1.5263,1.1429,0.1724,0.4474,0.0705,False,-0.0277
