s0,s1,s2,s3,s4,s5,s6,s7,s8,action,reward,ns0,ns1,ns2,ns3,ns4,ns5,ns6,ns7,ns8,done,ret
0.3836,0.48,0.8,0.55,0.0714,1.0,4.25,0.1607,1.0,0,0.5452,0.3836,0.48,0.8,0.55,0.0,1.0,1.0,0.1607,1.0,True,0.5452
0.4286,0.375,0.4,0.9,1.8667,1.5,0.25,0.6333,0.0,1,-1.1286,0.0,0.375,0.4,0.9,1.0,1.5,0.25,1.0,-0.0093,True,-1.1286
0.3953,0.6739,0.6,0.65,0.2353,0.3333,3.375,0.3235,0.4368,0,0.007,0.3953,0.6739,0.6,0.65,0.1765,0.3333,4.5,0.3235,0.7421,False,0.007
0.0833,0.1667,0.45,0.95,17.0,1.2,0.098,2.8333,0.0,2,-1.0833,0.0,0.1667,0.45,0.95,1.0,1.2,0.098,1.0,-0.0392,True,-1.0833
0.4,0.4444,0.3,0.9,3.5714,1.3333,0.12,0.3929,0.0,1,-1.1286,0.0,0.4444,0.3,0.9,1.0,1.3333,0.12,1.0,-0.0335,True,-1.1286
0.4265,1.0,0.75,0.6,0.2759,1.0,1.3125,0.1552,0.0,0,0.0132,0.4265,1.0,0.75,0.6,0.1724,1.0,2.1,0.1552,0.3224,False,0.6744
0.413,0.5769,0.6,0.65,0.4737,0.5,1.6111,0.1842,0.1332,0,0.0261,0.413,0.5769,0.6,0.65,0.2632,0.5,2.9,0.1842,0.481,False,0.0261
0.475,0.6538,0.75,0.6,0.2105,3.0,1.0625,0.1447,0.0,0,0.71,0.475,0.6538,0.75,0.6,0.0,3.0,1.0,0.1447,0.6556,True,0.71
0.1774,0.0,0.35,0.95,4.3636,1.375,0.1458,0.7727,0.0855,2,-1.0919,0.0,0.0,0.35,0.95,1.0,1.375,0.1458,1.0,0.0641,True,-1.0919
0.9231,0.25,0.55,0.55,0.3472,1.0,0.46,0.0903,0.8627,0,-0.0038,0.9103,0.25,0.55,0.55,0.3521,1.0,0.46,0.0915,0.9961,False,-0.0038
0.0185,0.1818,0.3,0.95,61.0,1.25,0.0984,12.5,0.0,2,-1.05,0.0,0.1818,0.3,0.95,1.0,1.25,0.0984,1.0,0.0013,True,-1.05
0.6667,0.5405,0.75,0.45,0.3158,1.1111,1.2083,0.1447,0.0,0,0.0,0.6667,0.5405,0.75,0.45,0.3158,1.1111,1.2083,0.1447,0.156,False,0.0
0.6585,0.4103,0.75,0.5,0.8519,1.4,0.6304,0.2037,0.3994,0,0.0,0.6585,0.4103,0.75,0.5,0.8519,1.4,0.6304,0.2037,0.4473,False,0.0
0.2031,0.8824,0.5,0.75,3.3846,1.1111,0.1591,0.5,-0.0008,1,0.0203,0.2031,0.8824,0.5,0.75,3.3846,1.1111,0.1591,0.5,0.0547,False,-0.9698
0.3,0.56,0.45,0.95,1.4667,1.75,0.2727,0.6333,0.0,1,0.006,0.22,0.56,0.45,0.95,2.0,1.75,0.2727,0.8636,0.101,False,0.196
0.0909,0.0625,0.35,0.95,19.3333,1.6667,0.1034,3.1667,0.0,2,0.2,0.0909,0.0625,0.35,0.95,19.3333,1.6667,0.1034,3.1667,-0.0364,True,0.2
0.3548,0.6562,0.45,0.95,2.4091,1.3,0.1132,0.25,0.0,1,-0.0468,0.0806,0.6562,0.45,0.95,10.6,1.3,0.1132,1.1,-0.0101,False,-1.0795
0.0351,0.4,0.3,0.95,22.5,1.2222,0.1556,2.75,-0.0536,2,0.2,0.0351,0.4,0.3,0.95,22.5,1.2222,0.1556,2.75,-0.0572,True,0.2
0.9388,0.7714,0.7,0.75,0.2391,1.4,1.1364,0.0978,0.0,0,0.4878,0.6327,0.7714,0.7,0.75,0.0,1.4,1.0,0.1452,0.5957,True,0.4878
0.05,0.1304,0.25,0.95,14.5,2.0,0.2414,3.75,0.0763,2,0.2,0.05,0.1304,0.25,0.95,14.5,2.0,0.2414,3.75,0.2088,True,0.2
0.8409,0.6286,0.75,0.45,0.1081,2.0,3.625,0.0946,1.0,0,0.0,0.8409,0.6286,0.75,0.45,0.1081,2.0,3.625,0.0946,1.0,False,0.0
0.2973,0.4865,0.6,0.65,0.4545,0.6667,1.45,0.1591,0.1272,0,0.6486,0.2973,0.4865,0.6,0.65,0.0,0.6667,1.0,0.1591,0.6873,True,0.6486
0.1176,0.0,0.45,0.95,14.25,1.1429,0.1228,2.625,0.0,2,-1.0529,0.0,0.0,0.45,0.95,1.0,1.1429,0.1228,1.0,-0.0115,True,-1.0529
0.2195,0.1724,0.45,0.95,5.1111,1.3333,0.1304,1.2778,0.0,2,0.2,0.2195,0.1724,0.45,0.95,5.1111,1.3333,0.1304,1.2778,0.0962,True,0.2
0.1458,0.2727,0.45,0.9,4.1429,3.5,0.2414,1.5,0.0,2,0.2,0.1458,0.2727,0.45,0.9,4.1429,3.5,0.2414,1.5,0.1012,True,0.2
0.7049,0.9737,0.7,0.65,0.4419,3.0,0.4474,0.1279,0.0,0,-0.0344,0.541,0.9737,0.7,0.65,0.4848,3.0,0.5312,0.1667,0.1797,False,0.4873
0.7419,0.6667,0.8,0.7,0.3913,1.0,0.6944,0.0978,0.0,0,0.0048,0.7419,0.6667,0.8,0.7,0.3696,1.0,0.7353,0.0978,0.1932,False,-0.0274
0.451,0.2692,0.3,0.9,1.5217,1.2222,0.2,0.413,0.0,1,0.0333,0.4118,0.2692,0.3,0.9,1.6667,1.2222,0.2,0.4524,0.1447,False,-0.0069
0.6447,0.6129,0.75,0.55,0.4082,1.2,0.575,0.0714,0.0,0,-0.0118,0.6053,0.6129,0.75,0.55,0.4348,1.2,0.575,0.0761,0.1229,False,0.5232
0.2,0.1429,0.3,0.95,8.0,1.1111,0.1875,2.625,0.0,2,-1.24,0.0,0.1429,0.3,0.95,1.0,1.1111,0.1875,1.0,-0.0533,True,-1.24
0.587,0.6,0.7,0.65,1.3704,1.25,0.2297,0.0926,0.0,0,0.0717,0.587,0.6,0.7,0.65,0.963,1.25,0.3269,0.0926,0.3534,False,0.1028
0.2105,0.0,0.45,0.95,3.5833,1.8,0.1628,0.7917,0.0,2,0.2,0.2105,0.0,0.45,0.95,3.5833,1.8,0.1628,0.7917,0.1254,True,0.2
0.4444,0.56,0.3,0.85,1.1,1.25,0.2727,0.325,0.124,1,0.0378,0.4222,0.56,0.3,0.85,1.1579,1.25,0.2727,0.3421,0.2814,False,0.0378
0.1667,0.0,0.5,0.85,10.2,1.2,0.1176,1.9,0.0,2,0.2,0.1667,0.0,0.5,0.85,10.2,1.2,0.1176,1.9,-0.0183,True,0.2
0.5441,0.6333,0.4,0.95,0.8108,1.0,0.2333,0.2297,0.0,1,0.0456,0.5147,0.6333,0.4,0.95,0.8571,1.0,0.2333,0.2429,0.0546,False,0.0106
0.7458,0.9744,0.75,0.6,0.5682,0.8,0.54,0.1023,0.0,0,0.0407,0.7458,0.9744,0.75,0.6,0.3864,0.8,0.7941,0.1023,0.2243,False,-0.0156
0.2794,0.1944,0.5,0.8,2.7368,1.0,0.1154,0.5526,0.1982,1,0.0147,0.2353,0.1944,0.5,0.8,3.25,1.0,0.1154,0.6562,0.2631,False,0.0022
0.4386,1.0,0.55,0.75,0.92,2.0,0.2609,0.26,0.0,1,-0.0035,0.2807,1.0,0.55,0.75,1.4375,2.0,0.2609,0.4062,0.0948,False,-0.9471
0.2192,0.2727,0.5,0.75,2.4375,0.8333,0.2692,0.3438,0.0095,0,0.0,0.2192,0.2727,0.5,0.75,2.4375,0.8333,0.2692,0.3438,0.0686,False,0.0
0.1481,0.2917,0.4,0.95,12.0,3.0,0.1042,2.375,0.0,2,-1.2,0.0,0.2917,0.4,0.95,1.0,3.0,0.1042,1.0,-0.117,True,-1.2
0.45,0.9091,0.5,0.7,1.1111,1.4,0.675,0.3056,0.0537,0,0.0,0.45,0.9091,0.5,0.7,1.1111,1.4,0.675,0.3056,0.2387,False,-0.1087
0.1884,0.0,0.35,0.8,2.6154,1.125,0.1471,0.6538,0.0856,2,-1.0696,0.0,0.0,0.35,0.8,1.0,1.125,0.1471,1.0,0.0741,True,-1.0696
0.1224,0.4074,0.45,0.95,5.1667,1.0,0.2258,1.4167,-0.1156,2,0.2,0.1224,0.4074,0.45,0.95,5.1667,1.0,0.2258,1.4167,-0.1164,True,0.2
0.3243,0.4,0.6,0.65,0.0833,1.0,7.25,0.1875,0.4116,0,0.5365,0.2703,0.4,0.6,0.65,0.0,1.0,1.0,0.225,0.9774,True,0.5365
0.413,0.8333,0.8,0.45,0.8947,0.6667,0.7941,0.2368,0.5599,0,0.0,0.413,0.8333,0.8,0.45,0.8947,0.6667,0.7941,0.2368,0.6014,False,0.0123
0.1458,0.3421,0.6,0.85,4.2857,1.2,0.1667,1.3571,0.2719,2,0.2,0.1458,0.3421,0.6,0.85,4.2857,1.2,0.1667,1.3571,0.375,True,0.2
0.1429,0.2857,0.35,0.9,8.75,1.4,0.1429,2.625,0.0,2,0.2,0.1429,0.2857,0.35,0.9,8.75,1.4,0.1429,2.625,0.043,True,0.2
0.8182,0.3333,0.6,0.6,0.3519,1.1429,0.6053,0.0648,0.3681,0,-0.0091,0.7727,0.3333,0.6,0.6,0.3529,1.1429,0.6389,0.0686,0.545,False,0.522
0.8088,0.6889,0.6,0.7,0.1818,0.75,1.15,0.0818,0.5196,0,0.0132,0.7353,0.6889,0.6,0.7,0.04,0.75,5.75,0.09,1.0,False,0.0132
0.2131,0.45,0.45,0.95,3.8462,1.3333,0.12,0.6538,0.0,1,-1.0836,0.0,0.45,0.45,0.95,1.0,1.3333,0.12,1.0,-0.0488,True,-1.0836
0.1212,0.28,0.5,0.95,15.0,1.2,0.1167,1.875,0.0,2,0.2,0.1212,0.28,0.5,0.95,15.0,1.2,0.1167,1.875,-0.0099,True,0.2
0.5128,0.8,0.45,0.85,1.45,1.0,0.2069,0.375,0.0,1,-0.0256,0.2564,0.8,0.45,0.85,2.9,1.0,0.2069,0.75,0.1155,False,-1.0779
0.8462,0.7143,0.65,0.6,0.7955,1.0,0.3571,0.1023,0.0,0,-0.0808,0.5769,0.7143,0.65,0.6,1.1667,1.0,0.3571,0.15,0.0996,False,-0.1189
0.88,0.6471,0.7,0.7,0.4697,1.25,0.3387,0.0682,0.2493,0,0.0,0.6933,0.6471,0.7,0.7,0.3269,1.25,0.6176,0.0865,0.7235,False,0.0
0.6538,0.4545,0.75,0.55,0.4412,0.6,0.7,0.0735,0.2664,0,0.0808,0.6538,0.4545,0.75,0.55,0.0294,0.6,10.5,0.0735,0.9179,False,0.5777
0.9853,0.6296,0.7,0.75,0.1343,0.7778,1.5,0.0672,0.0,0,0.0132,0.9412,0.6296,0.7,0.75,0.0469,0.7778,4.5,0.0703,0.4965,False,0.0132
0.4684,0.2424,0.75,0.7,0.2162,0.75,1.1875,0.0676,1.0,0,0.0,0.4684,0.2424,0.75,0.7,0.2162,0.75,1.1875,0.0676,1.0,False,0.0
0.1714,0.2941,0.35,0.95,9.0,1.1111,0.1296,1.5833,0.0,2,-1.1114,0.0,0.2941,0.35,0.95,1.0,1.1111,0.1296,1.0,-0.0761,True,-1.1114
0.1489,0.2778,0.35,0.95,10.0,1.1,0.0857,1.6429,0.0,2,0.0,0.1489,0.2778,0.35,0.95,10.0,1.1,0.0857,1.6429,0.0122,False,0.0
0.2683,0.4545,0.7,0.8,0.7273,0.3333,1.4375,0.4091,0.6424,0,0.6439,0.1707,0.4545,0.7,0.8,0.0,0.3333,1.0,0.6429,1.0,True,0.6439
0.0943,0.0909,0.5,0.95,7.8,1.1111,0.1282,2.3,0.0,2,-1.0453,0.0,0.0909,0.5,0.95,1.0,1.1111,0.1282,1.0,-0.0556,True,-1.0453
0.6809,0.8947,0.6,0.6,1.0625,1.0,0.4265,0.1094,0.0,0,-0.0191,0.617,0.8947,0.6,0.6,1.1724,1.0,0.4265,0.1207,0.003,False,0.426
0.2321,0.1304,0.25,0.95,2.9231,1.5,0.1316,0.6538,0.0,2,0.2,0.2321,0.1304,0.25,0.95,2.9231,1.5,0.1316,0.6538,0.0518,True,0.2
0.3636,0.7,0.35,0.95,1.2,1.3333,0.25,0.425,0.1183,1,-0.0073,0.2182,0.7,0.35,0.95,2.0,1.3333,0.25,0.7083,0.2339,False,-0.0073
0.3382,0.2973,0.65,0.65,0.5652,1.0,1.1154,0.1957,-0.0375,0,0.0309,0.3382,0.2973,0.65,0.65,0.2609,1.0,2.4167,0.1957,0.3242,False,0.0309
0.4493,0.4348,0.6,0.55,0.4194,1.25,0.8846,0.0806,0.4324,0,-0.0043,0.4348,0.4348,0.6,0.55,0.4333,1.25,0.8846,0.0833,0.5963,False,-0.0357
0.7451,0.9375,0.6,0.6,0.5526,1.0,0.4524,0.1447,0.0,0,0.0824,0.7451,0.9375,0.6,0.6,0.1842,1.0,1.3571,0.1447,0.5643,False,0.1159
0.2453,0.5429,0.4,0.95,3.3077,1.125,0.1628,0.7308,0.0,1,0.0132,0.2075,0.5429,0.4,0.95,3.9091,1.125,0.1628,0.8636,0.0903,False,-0.9906
0.7143,0.5652,0.75,0.55,0.24,2.0,0.9583,0.13,0.386,0,0.0214,0.7143,0.5652,0.75,0.55,0.14,2.0,1.6429,0.13,0.7938,False,0.529
0.2,0.45,0.4,0.75,4.1429,2.0,0.2069,1.3571,0.0223,1,-1.0943,0.0,0.45,0.4,0.75,1.0,2.0,0.2069,1.0,-0.0068,True,-1.0943
0.8592,0.8077,0.75,0.7,0.0984,1.1667,1.75,0.0738,0.0,0,0.0169,0.8592,0.8077,0.75,0.7,0.0328,1.1667,5.25,0.0738,0.4555,False,0.0169
0.1449,0.0,0.25,0.95,4.2,1.5,0.119,1.05,0.0745,2,-1.0652,0.0,0.0,0.25,0.95,1.0,1.5,0.119,1.0,0.0356,True,-1.0652
0.9,0.4839,0.7,0.6,0.4167,0.7143,0.3167,0.0486,0.0,0,-0.0187,0.725,0.4839,0.7,0.6,0.3621,0.7143,0.4524,0.0603,0.2982,False,-0.0187
0.8923,0.8148,0.85,0.55,0.2759,1.6667,0.7188,0.0431,0.0,0,-0.0415,0.6923,0.8148,0.85,0.55,0.2667,1.6667,0.9583,0.0556,0.0509,False,0.7403
0.8923,0.6579,0.55,0.6,0.2241,0.6667,1.1154,0.0776,0.1248,0,0.0231,0.8923,0.6579,0.55,0.6,0.1379,0.6667,1.8125,0.0776,0.5342,False,0.0231
0.303,0.425,0.5,0.85,3.8,1.125,0.1316,0.85,0.0,1,-1.1091,0.0,0.425,0.5,0.85,1.0,1.125,0.1316,1.0,-0.1045,True,-1.1091
0.1176,0.4,0.4,0.85,5.125,1.0,0.1463,0.9375,0.1289,2,0.2,0.1176,0.4,0.4,0.85,5.125,1.0,0.1463,0.9375,0.2291,True,0.2
0.2182,0.5833,0.45,0.95,1.9167,1.5,0.3043,0.7083,0.0387,1,-1.0764,0.0,0.5833,0.45,0.95,1.0,1.5,0.3043,1.0,0.0638,True,-1.0764
1.0,0.8684,0.7,0.55,0.2727,2.0,0.9583,0.0795,0.0,0,-0.0136,0.8182,0.8684,0.7,0.55,0.1667,2.0,1.9167,0.0972,0.3624,False,-0.1108
0.2923,0.5238,0.4,0.95,1.9474,1.0,0.1351,0.5,0.1304,1,-1.0923,0.0,0.5238,0.4,0.95,1.0,1.0,0.1351,1.0,0.1754,True,-1.0923
0.4459,0.3415,0.7,0.75,0.2424,0.8,1.6875,0.1061,0.4925,0,-0.0081,0.4189,0.3415,0.7,0.75,0.2581,0.8,1.6875,0.1129,0.6988,False,-0.0081
0.6308,0.381,0.65,0.55,0.3171,1.3333,0.8846,0.1098,0.5473,0,0.7146,0.6154,0.381,0.65,0.55,0.0,1.3333,1.0,0.1125,1.0,True,0.7146
0.4222,0.3784,0.6,0.75,1.8947,1.0,0.1944,0.5,0.0,1,0.0156,0.3333,0.3784,0.6,0.75,2.4,1.0,0.1944,0.6333,0.0896,False,0.0536
0.0392,0.0,0.7,0.8,3.5,1.0,1.6429,1.75,0.6124,2,0.2,0.0392,0.0,0.7,0.8,3.5,1.0,1.6429,1.75,0.844,True,0.2
0.2807,0.7895,0.55,0.95,2.375,1.75,0.1842,0.5312,0.0161,1,-0.0351,0.0702,0.7895,0.55,0.95,9.5,1.75,0.1842,2.125,0.0532,False,-0.0351
0.2182,0.6809,0.75,0.65,0.8333,1.2,0.85,0.375,-0.0995,0,0.2991,0.2182,0.6809,0.75,0.65,0.0833,1.2,8.5,0.375,0.3783,False,0.4891
0.1364,0.0909,0.4,0.9,6.3333,1.25,0.1579,1.75,0.0,2,0.2,0.1364,0.0909,0.4,0.9,6.3333,1.25,0.1579,1.75,-0.0039,True,0.2
0.6575,0.7368,0.65,0.8,0.375,0.8,0.4722,0.0729,0.3038,0,0.0205,0.5479,0.7368,0.65,0.8,0.125,0.8,1.7,0.0875,0.8559,False,-0.0108
0.1458,0.375,0.55,0.9,6.1429,1.0,0.1628,0.9286,0.0713,2,0.0,0.1458,0.375,0.55,0.9,6.1429,1.0,0.1628,0.9286,0.1616,False,0.0
0.8824,0.4783,0.6,0.6,0.8,0.9,0.3194,0.1222,0.0,0,0.1,0.8824,0.4783,0.6,0.6,0.4222,0.9,0.6053,0.1222,0.5862,False,0.7468
0.7821,0.7586,0.6,0.7,0.082,0.8333,1.7,0.0738,0.3056,0,0.0,0.7692,0.7586,0.6,0.7,0.0667,0.8333,2.125,0.075,0.6112,False,0.4202
0.381,0.3636,0.3,0.8,1.4583,1.5,0.1714,0.2708,0.0,1,0.0286,0.3492,0.3636,0.3,0.8,1.5909,1.5,0.1714,0.2955,0.14,False,-0.0465
0.7143,0.5833,0.65,0.7,0.25,1.125,1.35,0.0875,0.0,0,-0.0107,0.6786,0.5833,0.65,0.7,0.2632,1.125,1.35,0.0921,0.1548,False,0.4793
0.7105,0.6757,0.55,0.75,0.3519,1.1429,0.7632,0.1019,0.0,0,-0.0592,0.5132,0.6757,0.55,0.75,0.4872,1.1429,0.7632,0.141,0.1856,False,-0.1474
0.2162,0.2,0.35,0.95,6.5,1.1111,0.0962,1.1875,0.0,2,-0.0405,0.0811,0.2,0.35,0.95,17.3333,1.1111,0.0962,3.1667,-0.0331,False,-0.0405
0.3607,0.0,0.3,0.85,1.0,1.2222,0.3182,0.4318,0.2465,1,-0.018,0.1803,0.0,0.3,0.85,2.0,1.2222,0.3182,0.8636,0.3587,False,-0.018
0.3778,0.7045,0.8,0.5,1.5294,0.5,0.4423,0.2647,0.281,0,0.0467,0.3778,0.7045,0.8,0.5,1.1176,0.5,0.6053,0.2647,0.5717,False,0.1361
0.5476,0.4324,0.75,0.6,0.5217,1.2857,0.7917,0.1957,0.3241,0,-0.0857,0.2619,0.4324,0.75,0.6,1.0909,1.2857,0.7917,0.4091,0.3047,False,0.0704
0.3548,0.8421,0.35,0.95,2.7273,1.0,0.1667,0.7727,0.0,1,0.0355,0.3548,0.8421,0.35,0.95,2.7273,1.0,0.1667,0.7727,0.1146,False,0.0355
0.3684,0.381,0.45,0.95,2.2857,1.3333,0.125,0.4048,0.0,1,0.0211,0.3158,0.381,0.45,0.95,2.6667,1.3333,0.125,0.4722,0.0887,False,-1.0139
0.2,0.2273,0.4,0.95,5.7778,1.1,0.0962,1.0556,0.0,2,0.2,0.2,0.2273,0.4,0.95,5.7778,1.1,0.0962,1.0556,0.0215,True,0.2
0.0333,0.0,0.35,0.9,42.0,1.4286,0.1429,9.5,0.147,2,-1.01,0.0,0.0,0.35,0.9,1.0,1.4286,0.1429,1.0,0.229,True,-1.01
0.5102,0.9231,0.45,0.9,1.84,1.0,0.1087,0.38,0.0,1,-0.0163,0.2857,0.9231,0.45,0.9,3.2857,1.0,0.1087,0.6786,0.0792,False,0.1972
0.2174,0.5833,0.55,0.8,2.4,1.3333,0.1389,0.5667,0.1187,1,-1.0696,0.0,0.5833,0.55,0.8,1.0,1.3333,0.1389,1.0,0.1548,True,-1.0696
0.4507,0.2381,0.85,0.55,0.2188,0.75,1.2143,0.1406,0.3101,0,0.0,0.4507,0.2381,0.85,0.55,0.2188,0.75,1.2143,0.1406,0.5045,False,0.0
0.2703,0.8,0.45,0.9,5.3,1.4,0.1132,1.05,0.0,1,-0.0054,0.1622,0.8,0.45,0.9,8.8333,1.4,0.1132,1.75,0.0353,False,-1.0324
0.1538,0.1481,0.5,0.95,7.625,1.5,0.082,1.1875,0.0,2,0.2,0.1538,0.1481,0.5,0.95,7.625,1.5,0.082,1.1875,0.0528,True,0.2
0.1429,0.0,0.55,0.95,4.0,1.75,0.1875,0.9375,0.3455,2,-1.0589,0.0,0.0,0.55,0.95,1.0,1.75,0.1875,1.0,0.441,True,-1.0589
0.4167,1.0,0.6,0.7,0.25,1.0,2.7,0.225,0.0,0,-0.1,0.0833,1.0,0.6,0.7,1.25,1.0,2.7,1.125,0.0633,False,-0.151
0.5362,0.8696,0.45,0.75,1.7297,3.0,0.0781,0.2297,0.0,1,0.0362,0.4783,0.8696,0.45,0.75,1.9394,3.0,0.0781,0.2576,0.0287,False,0.2112
0.6182,0.1154,0.8,0.6,0.6176,0.875,0.6905,0.1324,1.0,0,0.06,0.6182,0.1154,0.8,0.6,0.2941,0.875,1.45,0.1324,1.0,False,0.0652
0.2295,0.4375,0.75,0.55,0.0714,1.5,13.5,0.3214,0.4449,0,0.4951,0.1803,0.4375,0.75,0.55,0.0,1.5,1.0,0.4091,0.8028,True,0.4951
0.0208,0.2667,0.4,0.95,59.0,1.7143,0.1186,10.5,0.0,2,-1.1125,0.0,0.2667,0.4,0.95,1.0,1.7143,0.1186,1.0,-0.0691,True,-1.1125
0.2041,0.0,0.5,0.95,5.0,2.25,0.14,1.05,0.0,2,0.2,0.2041,0.0,0.5,0.95,5.0,2.25,0.14,1.05,0.0841,True,0.2
0.1579,0.4583,0.4,0.8,2.4444,1.3333,0.2273,0.9444,0.2552,2,-0.0105,0.1228,0.4583,0.4,0.8,3.1429,1.3333,0.2273,1.2143,0.335,False,-0.0105
0.24,0.125,0.4,0.95,6.5,3.0,0.1538,2.0833,0.0,2,0.2,0.24,0.125,0.4,0.95,6.5,3.0,0.1538,2.0833,0.126,True,0.2
0.3594,0.64,0.6,0.75,1.1304,1.4286,0.1923,0.4565,0.0909,1,0.0313,0.3438,0.64,0.6,0.75,1.1818,1.4286,0.1923,0.4773,0.1725,False,-0.9801
0.575,0.1739,0.4,0.75,1.1304,1.1429,0.1923,0.3261,0.0756,1,0.005,0.4,0.1739,0.4,0.75,1.625,1.1429,0.1923,0.4688,0.1158,False,0.0477
0.2381,0.7667,0.25,0.95,3.2667,3.0,0.1429,0.5667,0.0,1,-1.0714,0.0,0.7667,0.25,0.95,1.0,3.0,0.1429,1.0,-0.0857,True,-1.0714
0.1944,0.4815,0.5,0.9,3.4286,2.0,0.2083,0.9286,0.0549,2,-1.0833,0.0,0.4815,0.5,0.9,1.0,2.0,0.2083,1.0,0.1306,True,-1.0833
0.4118,0.4167,0.25,0.85,1.9048,1.0,0.175,0.2619,0.0,1,-0.0235,0.1961,0.4167,0.25,0.85,4.0,1.0,0.175,0.55,-0.0211,False,-0.935
0.093,0.1818,0.3,0.95,8.25,2.5,0.2121,2.875,0.0,2,-1.0628,0.0,0.1818,0.3,0.95,1.0,2.5,0.2121,1.0,0.0507,True,-1.0628
1.0,0.6818,0.7,0.55,0.0714,1.2,2.8333,0.0833,0.6066,0,-0.0429,0.8571,0.6818,0.7,0.55,0.0833,1.2,2.8333,0.0972,0.8437,False,-0.0429
0.5135,0.3158,0.35,0.95,2.3158,2.0,0.1136,0.2895,-0.0433,1,-0.0946,0.027,0.3158,0.35,0.95,44.0,2.0,0.1136,5.5,-0.1028,False,0.0954
0.2985,0.6364,0.7,0.55,0.4,2.0,1.0625,0.225,0.4172,0,-0.0179,0.2388,0.6364,0.7,0.55,0.5,2.0,1.0625,0.2812,0.4969,False,-0.0179
0.3333,0.6667,0.55,0.75,1.2692,0.6667,0.4091,0.1346,-0.0086,0,-0.0192,0.1154,0.6667,0.55,0.75,2.3333,0.6667,0.6429,0.3889,0.2916,False,0.027
0.3774,0.9167,0.4,0.8,2.5,1.375,0.14,0.425,0.0,1,0.0377,0.3774,0.9167,0.4,0.8,2.5,1.375,0.14,0.425,0.0649,False,-0.993
0.6389,0.6327,0.75,0.7,0.3913,1.1667,0.6944,0.1196,0.0,0,-0.0458,0.4306,0.6327,0.75,0.7,0.4516,1.1667,0.8929,0.1774,0.2665,False,0.3868
0.2083,0.1111,0.4,0.95,5.0,1.3333,0.14,1.05,0.0,2,0.2,0.2083,0.1111,0.4,0.95,5.0,1.3333,0.14,1.05,0.0739,True,0.2
0.5854,0.7273,0.55,0.55,0.5,1.4,1.2083,0.2708,0.0,0,0.0512,0.561,0.7273,0.55,0.55,0.1739,1.4,3.625,0.2826,0.4895,False,0.1483
0.6441,0.7917,0.65,0.7,0.8158,0.8333,0.3065,0.0921,0.0,0,-0.0712,0.4068,0.7917,0.65,0.7,1.2917,0.8333,0.3065,0.1458,-0.0426,False,-0.169
0.1231,0.625,0.5,0.85,5.125,1.0,0.122,1.3125,0.2292,2,0.2,0.1231,0.625,0.5,0.85,5.125,1.0,0.122,1.3125,0.3427,True,0.2
0.4444,0.1875,0.4,0.95,2.5625,1.2857,0.1463,0.4062,0.0026,1,0.0361,0.4167,0.1875,0.4,0.95,2.7333,1.2857,0.1463,0.4333,0.1177,False,0.0361
0.5385,0.5263,0.65,0.8,0.7143,0.7143,0.5,0.1286,0.7967,0,-0.0369,0.4,0.5263,0.65,0.8,0.9231,0.7143,0.5208,0.1731,0.9457,False,-0.0369
0.825,0.7755,0.65,0.65,0.2424,0.5,1.8125,0.1061,0.3538,0,0.0,0.825,0.7755,0.65,0.65,0.2424,0.5,1.8125,0.1061,0.5733,False,0.4274
0.4394,0.65,0.7,0.75,0.9655,0.6667,0.3036,0.1552,0.0,0,-0.0409,0.303,0.65,0.7,0.75,1.4,0.6667,0.3036,0.225,-0.0154,False,-0.012
0.3077,0.5,0.3,0.95,2.5833,4.0,0.1613,0.5417,0.0,1,-1.1154,0.0,0.5,0.3,0.95,1.0,4.0,0.1613,1.0,-0.0509,True,-1.1154
0.2593,0.5625,0.3,0.95,2.0,1.6667,0.25,0.6786,0.0,1,-0.013,0.1296,0.5625,0.3,0.95,4.0,1.6667,0.25,1.3571,0.1151,False,-0.013
0.5,0.9524,0.25,0.9,2.2917,1.0,0.1091,0.3542,0.0,1,0.0438,0.4792,0.9524,0.25,0.9,2.3913,1.0,0.1091,0.3696,0.031,False,-0.0096
0.4231,0.7778,0.35,0.95,1.8636,1.0,0.1463,0.3864,0.0,1,0.0308,0.3846,0.7778,0.35,0.95,2.05,1.0,0.1463,0.425,0.0103,False,0.2208
0.1515,0.1724,0.45,0.95,10.0,1.3333,0.1,1.7,0.0,2,0.2,0.1515,0.1724,0.45,0.95,10.0,1.3333,0.1,1.7,0.0157,True,0.2
0.4762,0.3226,0.55,0.85,1.1,1.0,0.3182,0.425,0.0,1,0.0405,0.4524,0.3226,0.55,0.85,1.1579,1.0,0.3182,0.4474,0.1443,False,0.2505
0.7746,0.5,0.7,0.55,0.1273,0.6667,1.6429,0.0818,0.3382,0,0.0,0.7746,0.5,0.7,0.55,0.1273,0.6667,1.6429,0.0818,0.5812,False,0.0
0.2581,0.9565,0.4,0.75,2.9375,1.0,0.1489,0.5312,0.0,1,0.0258,0.2581,0.9565,0.4,0.75,2.9375,1.0,0.1489,0.5312,0.069,False,0.2158
0.1163,0.1724,0.5,0.9,7.0,1.5,0.1714,2.3,0.0,2,0.2,0.1163,0.1724,0.5,0.9,7.0,1.5,0.1714,2.3,0.0772,True,0.2
0.2319,0.0,0.55,0.75,1.5625,1.1429,0.24,0.4062,0.3242,1,-0.0203,0.087,0.0,0.55,0.75,4.1667,1.1429,0.24,1.0833,0.3911,False,-0.0203
