s0,s1,s2,s3,s4,s5,s6,s7,s8,action,reward,ns0,ns1,ns2,ns3,ns4,ns5,ns6,ns7,ns8,done,ret
0.5593,0.98,0.7,0.75,0.7576,1.1,0.5,0.1667,0.0,1,0.028,0.5593,0.98,0.7,0.75,0.7576,1.1,0.5,0.1667,-0.3085,False,0.0232
0.5125,0.66,0.6,0.95,0.6098,3.0,0.66,0.1829,0.4432,0,-0.03,0.3625,0.66,0.6,0.95,0.7241,3.0,0.7857,0.2586,0.5393,False,0.4229
0.56,0.7,0.65,0.75,0.6786,0.5,0.5526,0.1964,0.0,1,-0.056,0.28,0.7,0.65,0.75,1.3571,0.5,0.5526,0.3929,-0.6696,False,-0.0875
0.6829,0.6,0.3,0.95,2.0357,2.75,0.2018,0.3036,0.0,0,-0.0366,0.561,0.6,0.3,0.95,2.4783,2.75,0.2018,0.3696,-0.6269,False,-1.1636
0.8545,0.94,0.65,0.65,0.5319,1.1111,0.46,0.0957,0.0,0,0.06,0.8364,0.94,0.65,0.65,0.2826,1.1111,0.8846,0.0978,0.7986,False,0.0444
0.75,0.42,0.45,0.65,0.9333,0.6667,0.1667,0.0778,-0.4623,0,0.015,0.6167,0.42,0.45,0.65,0.8378,0.6667,0.2258,0.0946,-0.1117,False,0.072
0.1667,0.96,0.15,0.95,18.375,5.0,0.0476,1.6875,0.0,2,0.2,0.1667,0.96,0.15,0.95,18.375,5.0,0.0476,1.6875,-0.5334,True,0.2
0.8333,0.62,0.65,0.6,0.08,0.3333,3.375,0.09,0.3637,0,-0.015,0.7833,0.62,0.65,0.6,0.0851,0.3333,3.375,0.0957,0.1145,False,0.4742
0.3818,0.62,0.35,0.95,3.0476,1.4,0.1094,0.5,0.0,1,-0.0682,0.0909,0.62,0.35,0.95,12.8,1.4,0.1094,2.1,-0.7584,False,-1.0596
0.6571,0.36,0.4,0.85,1.1957,3.3333,0.2091,0.1413,-0.3601,1,0.0029,0.5571,0.36,0.4,0.85,1.4103,3.3333,0.2091,0.1667,-0.3905,False,0.0029
0.7973,0.54,0.65,0.6,0.0169,0.8333,13.5,0.0593,0.368,0,0.4554,0.6081,0.54,0.65,0.6,0.0,0.8333,1.0,0.0778,0.5455,True,0.4554
0.175,0.5,0.45,0.95,5.2857,1.25,0.1892,1.3571,0.0,2,-1.0975,0.0,0.5,0.45,0.95,1.0,1.25,0.1892,1.0,-0.7934,True,-1.0975
0.6667,0.18,0.25,0.7,2.0938,1.5,0.0746,0.0781,-0.6956,0,-0.0062,0.6458,0.18,0.25,0.7,2.1613,1.5,0.0746,0.0806,-0.6726,False,-0.032
0.5319,0.74,0.65,0.75,1.12,1.2,0.4821,0.26,-0.3348,0,-0.083,0.2553,0.74,0.65,0.75,2.3333,1.2,0.4821,0.5417,-0.5336,False,-0.083
0.3864,0.76,0.7,0.6,2.0588,1.5,0.3571,0.3824,-0.4183,1,0.0193,0.3864,0.76,0.7,0.6,2.0588,1.5,0.3571,0.3824,-0.3471,False,0.1599
0.6364,0.56,0.55,0.65,0.5714,1.25,0.425,0.1286,0.6436,0,0.0273,0.6364,0.56,0.55,0.65,0.4286,1.25,0.5667,0.1286,0.6791,False,-0.0483
0.8571,0.78,0.25,0.8,2.2143,1.4,0.0753,0.131,0.589,0,-0.0061,0.8367,0.78,0.25,0.8,2.2683,1.4,0.0753,0.1341,0.1911,False,-0.0905
0.6714,0.52,0.75,0.55,0.3617,0.5,0.5,0.117,0.0,0,-0.0514,0.5,0.52,0.75,0.55,0.4857,0.5,0.5,0.1571,-0.2919,False,0.4778
1.0,0.62,0.3,0.65,1.0455,1.0,0.1087,0.0568,-0.2407,1,0.05,1.0,0.62,0.3,0.65,1.0455,1.0,0.1087,0.0568,-0.1803,False,0.05
0.1176,0.12,0.75,0.8,1.0,1.2222,4.375,2.875,0.0776,2,-1.1412,0.0,0.12,0.75,0.8,1.0,1.2222,4.375,1.0,-0.1117,True,-1.1412
0.7,0.64,0.75,0.6,0.4048,0.6,0.7941,0.1548,-0.2349,0,0.735,0.7,0.64,0.75,0.6,0.0,0.6,1.0,0.1548,0.1813,True,0.735
0.5192,0.88,0.5,0.8,1.2593,2.75,0.3088,0.3148,0.684,0,-0.0635,0.3077,0.88,0.5,0.8,2.125,2.75,0.3088,0.5312,0.1033,False,-0.1311
0.2885,0.86,0.5,0.95,3.6,8.0,0.2315,0.7,0.5494,0,0.1058,0.0962,0.86,0.5,0.95,8.6,8.0,0.2907,2.1,0.5398,False,0.2958
0.4909,0.46,0.4,0.8,1.2593,1.2222,0.2647,0.3519,0.0,1,-0.0191,0.3455,0.46,0.4,0.8,1.7895,1.2222,0.2647,0.5,-0.5456,False,-0.0027
0.8367,0.58,0.35,0.8,0.7317,1.0,0.2333,0.0854,-0.4544,1,-0.0255,0.6122,0.58,0.35,0.8,1.0,1.0,0.2333,0.1167,-0.516,False,-0.0561
0.1633,0.54,0.45,0.9,2.375,0.75,0.3684,0.9375,-0.1472,2,0.2,0.1633,0.54,0.45,0.9,2.375,0.75,0.3684,0.9375,-0.3492,True,0.2
0.4038,0.26,0.5,0.95,2.8571,2.1667,0.2083,0.4048,-0.4037,1,-0.0606,0.1346,0.26,0.5,0.95,8.5714,2.1667,0.2083,1.2143,-0.6259,False,-0.0606
0.8776,0.78,0.2,0.8,2.2326,2.0,0.0521,0.1279,0.0,1,-0.0296,0.6327,0.78,0.2,0.8,3.0968,2.0,0.0521,0.1774,-0.5577,False,0.0044
0.68,0.56,0.4,0.7,0.2647,1.1,1.0,0.1912,0.719,0,-0.072,0.32,0.56,0.4,0.7,0.1875,1.1,3.0,0.4062,0.7283,False,0.0686
0.3396,0.26,0.55,0.7,0.6667,0.8889,1.0417,0.3056,0.1471,1,-0.0113,0.2453,0.26,0.55,0.7,0.9231,0.8889,1.0417,0.4231,-0.0231,False,0.0004
0.6232,0.34,0.75,0.55,0.3488,0.8,0.9,0.0581,0.1555,0,0.0,0.6087,0.34,0.75,0.55,0.3333,0.8,0.9643,0.0595,0.3887,False,0.0
0.8868,0.44,0.35,0.65,1.234,1.2,0.1207,0.0532,-0.444,0,0.0509,0.8868,0.44,0.35,0.65,1.0426,1.2,0.1429,0.0532,-0.19,False,0.0791
0.5645,0.6,0.6,0.75,0.7143,1.6667,0.46,0.2143,0.6282,0,0.029,0.4355,0.6,0.6,0.75,0.4074,1.6667,1.0455,0.2778,0.626,False,0.029
0.587,0.54,0.35,0.7,0.8519,0.6667,0.4348,0.2037,-0.5652,1,-0.0163,0.4348,0.54,0.35,0.7,1.15,0.6667,0.4348,0.275,-0.6271,False,-0.0514
0.5179,0.18,0.6,0.65,0.6552,1.0,0.6579,0.1552,-0.3802,1,-0.017,0.375,0.18,0.6,0.65,0.9048,1.0,0.6579,0.2143,-0.458,False,0.2258
0.0882,0.84,0.5,0.95,22.3333,1.25,0.0896,3.8333,0.0,2,-1.0441,0.0,0.84,0.5,0.95,1.0,1.25,0.0896,1.0,-0.7465,True,-1.0441
0.8413,0.16,0.55,0.85,0.9057,2.25,0.1979,0.1415,-0.049,1,-0.0103,0.6667,0.16,0.55,0.85,1.1429,2.25,0.1979,0.1786,-0.2032,False,0.0169
0.5,0.14,0.7,0.55,0.5714,1.2,1.125,0.3095,0.5151,0,0.05,0.5,0.14,0.7,0.55,0.2381,1.2,2.7,0.3095,0.5738,False,0.05
0.1892,0.38,0.4,0.95,5.4286,1.125,0.1579,1.3571,-0.7048,2,0.2,0.1892,0.38,0.4,0.95,5.4286,1.125,0.1579,1.3571,-0.664,True,0.2
0.1429,0.3,0.85,0.6,3.4,1.3333,0.7941,2.1,-0.6529,2,0.2,0.1429,0.3,0.85,0.6,3.4,1.3333,0.7941,2.1,-0.6505,True,0.2
0.4773,0.7,0.2,0.75,1.3333,1.3,0.3214,0.3571,-0.5777,1,0.0102,0.4318,0.7,0.2,0.75,1.4737,1.3,0.3214,0.3947,-0.5753,False,0.1464
0.197,0.0,0.6,0.75,1.6154,9.0,0.8333,0.5769,-0.5111,2,-1.0818,0.0,0.0,0.6,0.75,1.0,9.0,0.8333,1.0,-0.4392,True,-1.0818
0.2453,0.38,0.5,0.75,2.8462,1.2222,0.1622,0.7308,0.5251,2,0.2,0.2453,0.38,0.5,0.75,2.8462,1.2222,0.1622,0.7308,-0.1437,True,0.2
0.2143,0.12,0.5,0.7,2.3333,0.8,0.375,0.5417,-0.4541,2,-0.0054,0.1964,0.12,0.5,0.7,2.5455,0.8,0.375,0.5909,-0.4803,False,-1.0419
0.9167,1.0,0.7,0.7,0.3636,0.6667,0.525,0.0636,0.0,0,0.02,0.9,1.0,0.7,0.7,0.2778,0.6667,0.7,0.0648,0.7891,False,0.4238
0.0238,0.76,0.55,0.9,46.0,1.3333,0.1522,7.5,-0.7817,2,0.0,0.0238,0.76,0.55,0.9,46.0,1.3333,0.1522,7.5,-0.7587,False,0.19
0.9815,0.76,0.25,0.75,1.0943,2.0,0.0862,0.066,-0.3277,0,0.0389,0.9815,0.76,0.25,0.75,0.9623,2.0,0.098,0.066,0.049,False,0.0389
0.6852,0.5,0.6,0.6,0.8108,0.7143,0.35,0.0676,-0.355,1,-0.0102,0.537,0.5,0.6,0.6,1.0345,0.7143,0.35,0.0862,-0.4363,False,-0.0102
0.75,0.2,0.35,0.6,0.5556,1.0,0.4,0.1528,-0.4684,1,0.0375,0.75,0.2,0.35,0.6,0.5556,1.0,0.4,0.1528,-0.4055,False,0.1337
0.5312,0.6,0.75,0.5,0.1471,0.8571,3.1,0.0735,0.4796,0,0.0,0.5312,0.6,0.75,0.5,0.1471,0.8571,3.1,0.0735,0.2482,False,0.4493
0.4074,0.42,0.45,0.85,1.5,0.5,0.2424,0.3864,0.0,0,-0.0889,0.1111,0.42,0.45,0.85,5.5,0.5,0.2424,1.4167,-0.7827,False,-1.1128
0.587,0.52,0.05,0.95,1.6667,2.6,0.2222,0.3519,0.0,0,-0.0783,0.3261,0.52,0.05,0.95,3.0,2.6,0.2222,0.6333,-0.7919,False,-1.1212
0.2553,0.52,0.35,0.65,4.1667,1.0,0.14,0.2917,-0.6728,1,-0.0511,0.0426,0.52,0.35,0.65,25.0,1.0,0.14,1.75,-0.6657,False,0.1389
0.1364,0.42,0.4,0.95,10.5,1.4286,0.127,1.5833,-0.4727,2,-1.1227,0.0,0.42,0.4,0.95,1.0,1.4286,0.127,1.0,-0.4832,True,-1.1227
0.5172,0.4,0.7,0.75,0.8667,1.5,1.2692,0.7,0.0,1,-0.0052,0.4138,0.4,0.7,0.75,1.0833,1.5,1.2692,0.875,-0.3388,False,-0.0052
0.7,0.84,0.55,0.6,0.1429,0.8889,2.125,0.2321,0.7862,1,0.0125,0.625,0.84,0.55,0.6,0.16,0.8889,2.125,0.26,0.2771,False,0.0393
0.875,0.94,0.75,0.55,0.2321,3.0,1.1154,0.0982,0.0,0,0.0234,0.875,0.94,0.75,0.55,0.1429,3.0,1.8125,0.0982,0.8121,False,-0.0302
0.7333,0.84,0.45,0.6,0.6061,0.8571,0.45,0.197,-0.5031,2,-0.3,0.7333,0.84,0.45,0.6,0.6061,0.8571,0.45,0.197,-0.4543,True,-0.3
0.2456,0.44,0.55,0.65,1.0714,1.0,0.8333,0.4643,-0.3921,0,-0.0368,0.1228,0.44,0.55,0.65,2.1429,1.0,0.8333,0.9286,-0.4331,False,-0.0428
0.9206,0.92,0.7,0.65,0.3448,1.8571,0.775,0.1121,0.0,0,0.0238,0.8095,0.92,0.7,0.65,0.1569,1.8571,1.9375,0.1275,0.8142,False,-0.0278
0.6087,0.62,0.7,0.65,0.75,1.2857,0.5952,0.2679,0.0,0,-0.0261,0.3478,0.62,0.7,0.65,0.8125,1.2857,0.9615,0.4688,0.6468,False,0.4923
0.5405,1.0,0.75,0.8,1.2,1.25,0.6875,0.475,0.0,1,0.027,0.5405,1.0,0.75,0.8,1.2,1.25,0.6875,0.475,-0.3539,False,0.1561
0.9483,0.52,0.7,0.55,0.2909,1.0,0.5312,0.0818,0.8088,0,0.0,0.9483,0.52,0.7,0.55,0.2909,1.0,0.5312,0.0818,0.3321,False,0.5162
0.4634,0.56,0.25,0.95,2.6316,3.0,0.2,0.4474,-0.4927,1,0.0232,0.4634,0.56,0.25,0.95,2.6316,3.0,0.2,0.4474,-0.4332,False,-0.8807
0.1613,0.0,0.25,0.7,4.4,1.25,0.4545,0.9,-0.6862,2,-1.0968,0.0,0.0,0.25,0.7,1.0,1.25,0.4545,1.0,-0.6688,True,-1.0968
0.5088,0.08,0.75,0.65,0.3448,1.5,0.95,0.2241,0.4225,1,0.0254,0.5088,0.08,0.75,0.65,0.3448,1.5,0.95,0.2241,0.1525,False,-0.0346
0.9762,0.74,0.4,0.65,0.8049,1.2,0.1515,0.061,-0.2533,1,0.0488,0.9762,0.74,0.4,0.65,0.8049,1.2,0.1515,0.061,-0.2004,False,0.1931
0.15,0.42,0.5,0.7,1.1111,0.8,1.25,0.7222,-0.2852,2,0.2,0.15,0.42,0.5,0.7,1.1111,0.8,1.25,0.7222,-0.3457,True,0.2
0.9818,0.74,0.45,0.65,0.6481,1.1429,0.1714,0.0648,0.0,0,-0.0327,0.8727,0.74,0.45,0.65,0.7292,1.1429,0.1714,0.0729,-0.4334,False,0.0481
0.2821,0.48,0.4,0.85,2.8182,1.1667,0.2258,0.5909,0.0,1,-0.0013,0.2308,0.48,0.4,0.85,3.4444,1.1667,0.2258,0.7222,-0.5196,False,-0.0086
0.0238,0.18,0.55,0.8,35.0,0.875,0.2,6.5,-0.7199,2,0.2,0.0238,0.18,0.55,0.8,35.0,0.875,0.2,6.5,-0.7119,True,0.2
0.0408,0.76,0.5,0.85,12.5,2.5,0.36,3.75,0.5525,2,0.2,0.0408,0.76,0.5,0.85,12.5,2.5,0.36,3.75,0.0809,True,0.2
0.2105,0.54,0.55,0.6,3.3333,1.4,0.3375,0.5417,-0.4728,0,0.1053,0.193,0.54,0.55,0.6,3.4545,1.4,0.3553,0.5909,-0.4177,False,0.3172
0.1569,0.0,0.4,0.65,6.5,1.3333,0.1154,0.4375,-0.6517,2,0.2,0.1569,0.0,0.4,0.65,6.5,1.3333,0.1154,0.4375,-0.665,True,0.2
0.7241,0.54,0.4,0.7,1.2619,1.0,0.1132,0.1071,-0.4204,1,0.0362,0.7241,0.54,0.4,0.7,1.2619,1.0,0.1132,0.1071,-0.3516,False,0.0264
0.9833,0.34,0.8,0.4,0.0508,0.8889,5.5,0.0424,-0.0607,0,0.525,0.9667,0.34,0.8,0.4,0.0,0.8889,1.0,0.0431,0.3899,True,0.525
0.64,0.34,0.65,0.65,0.625,2.0,0.475,0.2031,0.7441,0,0.018,0.48,0.34,0.65,0.65,0.375,2.0,1.0556,0.2708,0.767,False,0.5341
0.8958,0.54,0.4,0.8,0.9767,1.3,0.2381,0.1279,-0.4489,1,0.0448,0.8958,0.54,0.4,0.8,0.9767,1.3,0.2381,0.1279,-0.3907,False,-0.98
0.1562,0.94,0.45,0.95,12.6,1.0,0.0952,2.3,0.0,2,0.2,0.1562,0.94,0.45,0.95,12.6,1.0,0.0952,2.3,-0.5997,True,0.2
0.7167,0.78,0.8,0.5,0.093,1.0,4.375,0.1047,0.8004,1,0.0308,0.7,0.78,0.8,0.5,0.0952,1.0,4.375,0.1071,0.3031,False,0.5157
0.5641,0.52,0.3,0.85,1.3182,1.3,0.2759,0.25,-0.6089,1,-0.041,0.3333,0.52,0.3,0.85,2.2308,1.3,0.2759,0.4231,-0.707,False,0.0578
0.7,0.52,0.3,0.7,0.7714,1.2,0.3333,0.1571,-0.659,0,0.018,0.6,0.52,0.3,0.7,0.6333,1.2,0.4737,0.1833,-0.1487,False,0.018
0.4211,0.4,0.7,0.7,0.75,1.0,0.4722,0.2708,0.585,0,0.0105,0.3684,0.4,0.7,0.7,0.619,1.0,0.6538,0.3095,0.6285,False,0.1204
0.8491,0.42,0.6,0.75,0.3556,0.8571,0.8438,0.1,0.4515,1,0.0255,0.7925,0.42,0.6,0.75,0.381,0.8571,0.8438,0.1071,0.2362,False,-0.0663
0.1053,0.3,0.7,0.7,1.0,1.2,3.375,1.625,0.6568,2,0.2,0.1053,0.3,0.7,0.7,1.0,1.2,3.375,1.625,0.0276,True,0.2
0.825,0.34,0.7,0.6,0.0152,1.0,15.5,0.053,0.7951,0,0.5,0.8125,0.34,0.7,0.6,0.0,1.0,1.0,0.0538,0.8029,True,0.5
0.6753,0.38,0.85,0.45,0.0385,1.0,8.75,0.0673,0.7887,0,0.5351,0.6623,0.38,0.85,0.45,0.0,1.0,1.0,0.0686,0.7962,True,0.5351
0.2,0.72,0.6,0.8,5.0,1.2,0.14,1.05,0.0,2,0.2,0.2,0.72,0.6,0.8,5.0,1.2,0.14,1.05,-0.5407,True,0.2
0.8667,1.0,0.65,0.5,0.1538,0.6,2.1875,0.0673,0.0,0,-0.005,0.85,1.0,0.65,0.5,0.1569,0.6,2.1875,0.0686,-0.1668,False,0.4652
0.6038,0.22,0.4,0.65,1.4062,0.8333,0.1556,0.0781,-0.4586,1,-0.0264,0.4151,0.22,0.4,0.65,2.0455,0.8333,0.1556,0.1136,-0.5674,False,-0.0066
0.525,0.74,0.2,0.8,1.5238,1.5,0.3125,0.3571,-0.565,0,-0.0075,0.5,0.74,0.2,0.8,1.6,1.5,0.3125,0.375,-0.5728,False,-1.133
0.1607,0.4,0.25,0.7,3.8889,1.5,0.1429,0.3889,-0.445,0,-0.0429,0.0179,0.4,0.25,0.7,35.0,1.5,0.1429,3.5,-0.4568,False,-1.0387
0.6098,0.72,0.45,0.6,1.36,0.3333,0.2059,0.18,0.6532,0,0.1024,0.5854,0.72,0.45,0.6,0.7917,0.3333,0.3684,0.1875,0.6388,False,-0.8632
0.8125,0.74,0.9,0.4,0.0769,1.1111,3.3,0.0692,0.0,0,0.0,0.8125,0.74,0.9,0.4,0.0769,1.1111,3.3,0.0692,-0.0317,False,-0.285
0.7,0.86,0.45,0.65,1.7143,1.0,0.125,0.125,-0.428,1,-0.04,0.45,0.86,0.45,0.65,2.6667,1.0,0.125,0.1944,-0.5795,False,-0.0412
0.791,0.48,0.75,0.6,0.1509,1.0,1.9375,0.0849,0.0,0,-0.0134,0.6716,0.48,0.75,0.6,0.0667,1.0,5.1667,0.1,0.7906,False,0.4139
0.6038,0.3,0.65,0.7,0.375,1.0,0.875,0.1406,0.1895,0,-0.0679,0.3774,0.3,0.65,0.7,0.6,1.0,0.875,0.225,-0.081,False,0.0548
1.0,0.7,0.8,0.5,0.1014,0.8,1.7857,0.0507,0.0,0,0.5739,1.0,0.7,0.8,0.5,0.0,0.8,1.0,0.0507,0.879,True,0.5739
0.65,0.74,0.6,0.8,1.2308,1.2,0.1979,0.1667,0.0,1,0.0325,0.65,0.74,0.6,0.8,1.2308,1.2,0.1979,0.1667,-0.341,False,0.1306
0.6338,0.5,0.8,0.6,0.0667,2.0,5.5,0.1222,0.5261,0,0.0,0.6338,0.5,0.8,0.6,0.0667,2.0,5.5,0.1222,0.3192,False,0.0
0.3455,0.58,0.55,0.8,1.0,1.0,0.4474,0.3421,-0.6451,1,0.0173,0.3455,0.58,0.55,0.8,1.0,1.0,0.4474,0.3421,-0.6254,False,0.1979
0.5227,0.16,0.25,0.75,2.7826,1.5,0.0781,0.2391,-0.5706,1,0.0261,0.5227,0.16,0.25,0.75,2.7826,1.5,0.0781,0.2391,-0.4774,False,0.052
0.35,0.92,0.35,0.75,0.9286,0.8,0.7692,0.4643,0.4318,0,0.24,0.35,0.92,0.35,0.75,0.0714,0.8,10.0,0.4643,0.5369,False,-0.7736
0.5397,0.42,0.7,0.6,0.2353,0.8571,1.5625,0.1029,0.716,0,0.5095,0.3016,0.42,0.7,0.6,0.0,0.8571,1.0,0.1842,0.7318,True,0.5095
0.9333,0.44,0.25,0.65,0.6429,1.5,0.2963,0.131,0.592,0,0.0,0.9333,0.44,0.25,0.65,0.6429,1.5,0.2963,0.131,-0.1027,False,-0.285
0.6875,0.64,0.45,0.8,0.8485,2.0,0.4107,0.1667,0.0,1,-0.0531,0.3958,0.64,0.45,0.8,1.4737,2.0,0.4107,0.2895,-0.5522,False,-1.0389
0.5185,0.78,0.8,0.75,0.5714,1.5,1.8125,0.75,0.0,0,0.0333,0.5185,0.78,0.8,0.75,0.3571,1.5,2.9,0.75,0.722,False,-1.0866
0.24,0.5,0.45,0.9,2.5833,2.0,0.2258,0.625,-0.4851,1,-1.084,0.0,0.5,0.45,0.9,1.0,2.0,0.2258,1.0,-0.6765,True,-1.084
0.8,0.6,0.4,0.75,0.7273,0.75,0.2188,0.0568,0.0,1,0.04,0.8,0.6,0.4,0.75,0.7273,0.75,0.2188,0.0568,-0.2814,False,0.0327
0.6304,0.42,0.35,0.75,3.069,1.4286,0.0562,0.1552,0.0,1,-0.0272,0.4348,0.42,0.35,0.75,4.45,1.4286,0.0562,0.225,-0.6364,False,-0.0334
0.463,0.54,0.65,0.8,1.6,1.3333,0.2625,0.3,0.0,1,0.0065,0.4074,0.54,0.65,0.8,1.8182,1.3333,0.2625,0.3409,-0.444,False,-0.0199
0.3,0.46,0.35,0.65,1.3333,0.3333,0.625,0.5417,-0.6975,2,0.0,0.3,0.46,0.35,0.65,1.3333,0.3333,0.625,0.5417,-0.6798,True,0.0
0.5435,0.94,0.65,0.75,1.32,1.25,0.3485,0.26,0.0,0,-0.0065,0.2826,0.94,0.65,0.75,1.6923,1.25,0.5227,0.5,0.582,False,0.0741
0.8133,0.38,0.7,0.55,0.082,1.0,3.3,0.0738,0.7743,0,0.512,0.76,0.38,0.7,0.55,0.0,1.0,1.0,0.0789,0.7919,True,0.512
0.5909,0.7,0.6,0.75,1.0,0.3333,0.3269,0.2115,-0.2538,0,-0.0205,0.2273,0.7,0.6,0.75,1.3,0.3333,0.6538,0.55,0.0444,False,-0.9987
0.3784,0.58,0.3,0.75,1.0714,0.9,0.6,0.3214,-0.7746,1,0.0189,0.3784,0.58,0.3,0.75,1.0714,0.9,0.6,0.3214,-0.7391,False,0.0601
0.6909,0.54,0.35,0.65,0.9211,0.6667,0.1714,0.0658,-0.3689,1,0.0345,0.6909,0.54,0.35,0.65,0.9211,0.6667,0.1714,0.0658,-0.2947,False,-0.0047
0.5094,0.66,0.6,0.8,0.8889,1.3333,0.3958,0.1667,-0.4177,1,-0.0085,0.3962,0.66,0.6,0.8,1.1429,1.3333,0.3958,0.2143,-0.4671,False,-0.0482
0.5417,0.46,0.3,0.9,4.1923,1.7778,0.0459,0.25,0.4406,0,0.0625,0.4792,0.46,0.3,0.9,4.1739,1.7778,0.0521,0.2826,0.377,False,-0.0196
0.7091,0.0,0.65,0.6,0.3333,2.0,0.7308,0.141,0.2753,0,0.0545,0.7091,0.0,0.65,0.6,0.0769,2.0,3.1667,0.141,0.4389,False,0.0545
0.8214,0.56,0.35,0.8,0.9783,1.0,0.1333,0.0761,-0.5084,0,-0.0268,0.5893,0.56,0.35,0.8,1.1212,1.0,0.1622,0.1061,0.0017,False,-0.0268
0.5,0.9,0.5,0.9,1.2105,0.75,0.2174,0.3947,0.0,1,-0.0618,0.2105,0.9,0.5,0.9,2.875,0.75,0.2174,0.9375,-0.6849,False,0.1282
0.9836,0.56,0.55,0.75,0.6667,6.0,0.3375,0.1083,-0.2298,1,0.0492,0.9836,0.56,0.55,0.75,0.6667,6.0,0.3375,0.1083,-0.1763,False,0.0966
0.0244,0.5,0.45,0.9,42.0,1.5,0.2143,8.5,-0.7812,2,0.2,0.0244,0.5,0.45,0.9,42.0,1.5,0.2143,8.5,-0.7892,True,0.2
0.3429,0.8,0.7,0.55,1.4167,1.0,0.8529,0.7917,0.0,2,0.0,0.3429,0.8,0.7,0.55,1.4167,1.0,0.8529,0.7917,-0.4202,True,0.0
0.2857,0.2,0.65,0.7,1.1429,1.1,0.7812,0.5357,0.3046,1,-0.0163,0.1837,0.2,0.65,0.7,1.7778,1.1,0.7812,0.8333,0.0892,False,-0.0163
0.5,0.14,0.35,0.65,1.6,1.0,0.4167,0.3667,-0.4974,1,-0.025,0.3333,0.14,0.35,0.65,2.4,1.0,0.4167,0.55,-0.5734,False,-0.025
0.2424,0.32,0.15,0.85,6.5,1.7778,0.1923,1.0625,-0.7524,2,0.2,0.2424,0.32,0.15,0.85,6.5,1.7778,0.1923,1.0625,-0.7123,True,0.2
0.6615,0.68,0.7,0.65,0.814,1.5,0.3286,0.1279,0.0,2,0.0,0.6615,0.68,0.7,0.65,0.814,1.5,0.3286,0.1279,-0.3329,True,0.0
0.1892,0.68,0.45,0.8,8.5714,1.3333,0.1167,1.2143,-0.528,2,-0.0324,0.0811,0.68,0.45,0.8,20.0,1.3333,0.1167,2.8333,-0.6117,False,-0.0401
0.075,0.3,0.4,0.75,16.3333,1.5714,0.2347,2.5,-0.4794,2,0.2,0.075,0.3,0.4,0.75,16.3333,1.5714,0.2347,2.5,-0.5149,True,0.2
0.025,0.76,0.5,0.9,63.0,1.4,0.1111,7.5,-0.7907,2,0.2,0.025,0.76,0.5,0.9,63.0,1.4,0.1111,7.5,-0.7958,True,0.2
0.42,0.36,0.5,0.85,1.7143,0.8571,0.25,0.4048,0.4737,0,-0.072,0.18,0.36,0.5,0.85,4.0,0.8571,0.25,0.9444,-0.2233,False,-1.1303
0.3,0.3,0.45,0.65,1.2,1.0,0.5833,0.3667,-0.4262,1,0.015,0.3,0.3,0.45,0.65,1.2,1.0,0.5833,0.3667,-0.3703,False,-0.041
0.3125,0.6,0.35,0.8,3.1333,0.75,0.1489,0.1667,-0.7417,1,0.0156,0.3125,0.6,0.35,0.8,3.1333,0.75,0.1489,0.1667,-0.6962,False,-0.8607
0.6111,0.62,0.35,0.8,1.1818,1.1429,0.3077,0.2045,-0.5879,0,-0.0583,0.4167,0.62,0.35,0.8,1.7333,1.1429,0.3077,0.3,-0.6665,False,-0.0021
0.3559,0.3,0.5,0.75,0.8095,0.6667,0.6176,0.2619,-0.4208,1,-0.0076,0.2712,0.3,0.5,0.75,1.0625,0.6667,0.6176,0.3438,-0.4491,False,0.1616
0.6,0.62,0.7,0.7,0.619,1.6667,1.3462,0.4524,0.0,1,-0.0814,0.2286,0.62,0.7,0.7,1.625,1.6667,1.3462,1.1875,-0.6131,False,0.1086
0.3913,0.64,0.5,0.6,0.2593,0.8,1.2143,0.0926,-0.0985,1,0.0022,0.3333,0.64,0.5,0.6,0.3043,0.8,1.2143,0.1087,-0.2385,False,-0.027
0.0541,0.84,0.45,0.95,39.0,1.4,0.0897,5.75,0.0,2,-1.0811,0.0,0.84,0.45,0.95,1.0,1.4,0.0897,1.0,-0.8027,True,-1.0811
0.5111,0.94,0.45,0.7,0.8696,0.6667,0.45,0.1957,0.0,1,0.0256,0.5111,0.94,0.45,0.7,0.8696,0.6667,0.45,0.1957,-0.4759,False,-0.7632
0.5455,0.1,0.35,0.65,0.875,1.1429,0.4286,0.2708,-0.6708,1,-0.0477,0.2955,0.1,0.35,0.65,1.6154,1.1429,0.4286,0.5,-0.6976,False,-1.0884
0.8542,0.82,0.15,0.75,0.7561,3.0,0.2581,0.1341,-0.4435,1,0.0177,0.7708,0.82,0.15,0.75,0.8378,3.0,0.2581,0.1486,-0.4622,False,0.1151
0.6833,0.28,0.7,0.6,0.4146,1.1,0.6765,0.1341,0.1321,0,0.05,0.6667,0.28,0.7,0.6,0.15,1.1,1.9167,0.1375,0.4285,False,0.47
0.2778,0.62,0.8,0.65,1.4,0.8333,0.9643,0.75,-0.2776,0,0.0,0.2778,0.62,0.8,0.65,1.4,0.8333,0.9643,0.75,-0.2218,False,0.0132
0.3235,0.84,0.8,0.65,0.7273,0.8889,1.8125,0.5909,0.0,1,-1.1147,0.0,0.84,0.8,0.65,1.0,0.8889,1.8125,1.0,-0.652,True,-1.1147
